Expected_Profit_Dollars,Expected_Profitability_Ratio,Expected_Loss_Dollars,Expense_Load_Dollars,Expected_Profit_Dollars_With_Bind,Submission ID,Broker Name,Channel,Broker Tier,Historical Bind Rate,Industry,Client Revenue ($M),Locations,State,Building Value ($),Contents Value ($),BI Value ($),Submission Complete,CAT Zone,Bind Propensity Score,Total Insured Value ($),Expected Value,Days to Quote,Prior Claims,Bind_Flag,_Derived_Premium,_Assumed_Loss_Ratio,Expected_Premium_Used,Assumed_Expense_Ratio,Assumed_Bind_Probability,,
5536.62,0.1,36103.11,13238.44,1605.62,SUB0492,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,6714029,1006648,773715,No,Yes,0.29,8494392,2463373,7,Yes,0,,0.66,54878.17,0.24,0.29,1,0
8768.51,0.07,76976.26,35714.2,2542.87,SUB0493,Delta Insure,API,Bronze,0.35,Hospitality,19,1,LA,8841104,1706576,200000,No,Yes,0.29,10747680,3116827,8,No,0,,0.63,121458.97,0.29,0.29,0.99,0
44003.48,0.21,109612.61,60750.03,28602.26,SUB0494,Beta Cover,Email,Gold,0.65,Logistics,74,2,IL,17945541,1685766,880009,Yes,No,0.65,20511316,13332355,7,No,1,,0.51,214366.11,0.28,0.65,1,0
26252.23,0.14,118398.81,45681.95,18639.08,SUB0495,Beta Cover,Email,Gold,0.65,Manufacturing,132,2,FL,13128245,3189397,3320420,Yes,Yes,0.71,19638062,13943024,5,Yes,1,,0.62,190332.99,0.24,0.71,1,0
9544.84,0.14,45075.4,13689.38,2672.56,SUB0496,Delta Insure,API,Bronze,0.35,Hospitality,19,1,LA,7565660,513013,675058,No,Yes,0.28,8753731,2451044,1,No,0,,0.66,68309.62,0.2,0.28,1,0
99750.9,0.18,299176.91,141849.86,85785.78,SUB0497,Alpha Risk,Portal,Platinum,0.78,Manufacturing,181,5,OH,43722830,6561755,3160292,Yes,No,0.86,53444877,45962594,7,No,1,,0.55,540777.67,0.26,0.86,0.99,0
17184.34,0.18,56970,23742.36,8248.48,SUB0498,SecureEdge,Wholesaler,Silver,0.4,Retail,31,5,CA,14141965,2312474,1974406,No,No,0.48,18428845,8845845,7,No,0,,0.58,97896.7,0.24,0.48,1,0
21372.65,0.05,306203.01,128565.12,17953.03,SUB0499,Alpha Risk,Portal,Platinum,0.78,Real Estate,263,8,NY,55780298,10134789,5492930,Yes,No,0.84,71408017,59982734,9,No,1,,0.67,456140.78,0.28,0.84,1,0
33636.13,0.2,89544.7,47267.06,22536.2,SUB0500,Beta Cover,Email,Gold,0.65,Logistics,66,2,IL,15488529,1867196,893656,Yes,No,0.67,18249381,12227085,3,Yes,1,,0.53,170447.89,0.28,0.67,1.01,0
13454.86,0.06,148530.55,52623.37,10898.44,SUB0501,CoreTrust,Portal,Gold,0.66,Education,86,4,NJ,21552829,4062841,2202757,Yes,No,0.81,27818427,22532925,9,No,1,,0.69,214608.78,0.25,0.81,1,0
11058.07,0.07,114432.57,41818.21,5860.78,SUB0502,SecureEdge,Wholesaler,Silver,0.4,Retail,49,5,CA,15569234,2242446,1897649,No,No,0.53,19709329,10445944,1,No,0,,0.68,167308.85,0.25,0.53,1,0
24016.17,0.2,68256.47,30156.05,14890.03,SUB0503,Beta Cover,Email,Gold,0.65,Manufacturing,123,2,FL,16689954,4588285,3480189,Yes,Yes,0.62,24758428,15350225,1,Yes,1,,0.56,122428.69,0.25,0.62,1.01,0
31942.36,0.21,80560.07,38514.67,19804.26,SUB0504,Beta Cover,Email,Gold,0.65,Manufacturing,116,2,FL,16668689,4951383,3247596,Yes,Yes,0.62,24867668,15417954,4,No,1,,0.53,151017.1,0.26,0.62,1,0
41214.44,0.16,136044.98,73267.54,32559.4,SUB0505,Alpha Risk,Portal,Platinum,0.78,Manufacturing,196,5,OH,37831569,6791868,2763467,Yes,No,0.79,47386904,37435654,9,No,1,,0.54,250526.96,0.29,0.79,0.99,0
70741.99,0.11,401660.37,180757.6,67204.89,SUB0506,Alpha Risk,Portal,Platinum,0.78,Real Estate,250,8,NY,55506347,9235511,4637421,Yes,No,0.95,69379279,65910315,6,Yes,1,,0.61,653159.96,0.28,0.95,1,0
6282.4,0.11,39336.01,11900.51,1570.6,SUB0507,Delta Insure,API,Bronze,0.35,Hospitality,35,1,LA,9256142,553705,822539,No,Yes,0.25,10632386,2658096,3,No,0,,0.68,57518.92,0.21,0.25,1,0
16348.23,0.2,45515.71,19510.23,4087.06,SUB0508,Delta Insure,API,Bronze,0.35,Hospitality,13,1,LA,5738425,534903,865124,No,Yes,0.25,7138452,1784613,1,No,0,,0.56,81374.16,0.24,0.25,1,0
15908.71,0.17,58302.82,18722.88,5727.14,SUB0509,Delta Insure,API,Bronze,0.35,Hospitality,21,1,LA,7423918,690280,538821,No,Yes,0.36,8653019,3115086,4,No,0,,0.63,92934.41,0.2,0.36,1,0
18615.34,0.18,62510.3,20893.96,9121.52,SUB0510,SecureEdge,Wholesaler,Silver,0.4,Retail,26,5,CA,12567291,2027216,1014034,No,No,0.49,15608541,7648185,9,No,0,,0.61,102019.61,0.2,0.49,0.99,0
20141.65,0.08,178041.9,56335.08,13494.91,SUB0511,CoreTrust,Portal,Gold,0.66,Education,108,4,NJ,18202856,2504308,1976087,Yes,No,0.67,22683251,15197778,3,Yes,1,,0.7,254518.64,0.22,0.67,1,0
25140.55,0.11,140308.92,62515.65,20615.25,SUB0512,CoreTrust,Portal,Gold,0.66,Education,92,4,NJ,23127175,3242774,2195862,Yes,No,0.82,28565811,23423965,9,No,1,,0.62,227965.12,0.27,0.82,1,0
101845.66,0.2,287957.73,124893.75,88605.73,SUB0513,Alpha Risk,Portal,Platinum,0.78,Real Estate,231,8,NY,59253557,9525320,4938224,Yes,No,0.87,73717101,64133877,7,No,1,,0.56,514697.14,0.24,0.87,1,0
62878.99,0.25,138738.29,51979.66,56591.09,SUB0514,Alpha Risk,Portal,Platinum,0.78,Manufacturing,173,5,OH,37084155,7338779,3437686,Yes,No,0.9,47860620,43074558,4,No,1,,0.55,253596.94,0.2,0.9,1,0
40981.61,0.24,88027.18,40143.77,22130.07,SUB0515,FastBind,Email,Silver,0.5,Office Space,41,3,CO,13409895,1419588,1338052,No,No,0.54,16167535,8730468,3,No,0,,0.52,169152.56,0.24,0.54,1,0
5657.96,0.04,90361.56,38800.82,4526.37,SUB0516,CoreTrust,Portal,Gold,0.66,Education,90,4,NJ,16554636,3028346,1719135,Yes,No,0.8,21302117,17041693,10,No,1,,0.67,134820.35,0.29,0.8,1,0
6677.4,0.09,45653.62,19993.42,2470.64,SUB0517,SecureEdge,Wholesaler,Silver,0.4,Retail,40,5,CA,7279361,2651884,1002455,No,No,0.37,10933700,4045469,5,No,0,,0.63,72324.43,0.28,0.37,1,0
82324.17,0.29,147537.31,58083.38,65859.34,SUB0518,CoreTrust,Portal,Gold,0.66,Education,97,4,NJ,19976459,4259521,1788309,Yes,No,0.8,26024289,20819431,5,No,1,,0.51,287944.86,0.2,0.8,1,0
38547.24,0.12,205617.67,72503.15,35463.46,SUB0519,Alpha Risk,Portal,Platinum,0.78,Manufacturing,196,5,OH,43542862,6945848,2610932,Yes,No,0.92,53099642,48851670,3,No,1,,0.65,316668.05,0.23,0.92,1,0
14871.73,0.16,56825.01,23157.07,7435.87,SUB0520,FastBind,Email,Silver,0.5,Office Space,58,3,CO,6091752,1422929,1356492,No,No,0.5,8871173,4435586,9,No,0,,0.6,94853.81,0.24,0.5,1,0
98261.42,0.21,261631.24,114251.38,77626.52,SUB0521,Alpha Risk,Portal,Platinum,0.78,Real Estate,239,8,NY,56909228,9312431,4620185,Yes,No,0.79,70841844,55965056,4,No,1,,0.55,474144.04,0.24,0.79,1,0
31373.92,0.22,78963.57,34683.85,23216.7,SUB0522,Alpha Risk,Portal,Platinum,0.78,Warehousing,65,3,TX,26445475,4675798,1901394,Yes,No,0.74,33022667,24436773,5,No,1,,0.54,145021.35,0.24,0.74,1,0
3867.07,0.05,47019.62,20297.87,1314.8,SUB0523,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,4372084,1445849,795167,No,Yes,0.34,6613100,2248454,4,Yes,0,,0.66,71184.56,0.29,0.34,1,0
89665.61,0.25,188136.47,80586.92,79802.39,SUB0524,Alpha Risk,Portal,Platinum,0.78,Warehousing,67,3,TX,25931015,4739259,2330380,Yes,No,0.89,33000654,29370582,5,Yes,1,,0.52,358389,0.22,0.89,0.99,0
37003.33,0.21,88540.03,47264.82,19981.8,SUB0525,SecureEdge,Wholesaler,Silver,0.4,Retail,42,5,CA,16180965,2408109,1624967,No,No,0.54,20214041,10915582,7,No,0,,0.51,172808.19,0.27,0.54,0.99,0
24056.43,0.08,199332.74,66365.12,13952.73,SUB0526,Beta Cover,Email,Gold,0.65,Manufacturing,138,2,FL,18769289,4220982,2705817,Yes,Yes,0.58,25696088,14903731,9,No,0,,0.69,289754.29,0.23,0.58,1,0
41400.31,0.13,196955.34,77024.52,31050.23,SUB0527,Alpha Risk,Portal,Platinum,0.78,Manufacturing,174,5,OH,42425857,6307639,2565756,Yes,No,0.75,51299252,38474439,7,No,1,,0.62,315380.17,0.24,0.75,0.99,0
87713.32,0.18,258458.03,137127.32,70170.66,SUB0528,Alpha Risk,Portal,Platinum,0.78,Real Estate,230,8,NY,56171417,9996110,5308433,Yes,No,0.8,71475960,57180768,5,No,1,,0.53,483298.67,0.28,0.8,0.99,0
6625.53,0.08,52900.41,24329.05,2186.42,SUB0529,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,24,10,FL,6395542,1513422,737162,No,Yes,0.33,8646126,2853221,10,No,0,,0.63,83854.98,0.29,0.33,1,0
22405.02,0.14,104880.32,32879.02,17475.92,SUB0530,CoreTrust,Portal,Gold,0.66,Education,75,4,NJ,21740278,3480435,2341224,Yes,No,0.78,27561937,21498310,10,No,1,,0.65,160164.36,0.21,0.78,1,0
103964.19,0.13,530554.92,194759.64,94607.42,SUB0531,Alpha Risk,Portal,Platinum,0.78,Real Estate,260,8,NY,56843402,10889937,5215712,Yes,No,0.91,72949051,66383636,7,No,1,,0.64,829278.75,0.23,0.91,1,0
25230.84,0.17,79114.86,40642.92,12363.11,SUB0532,FastBind,Email,Silver,0.5,Office Space,36,3,CO,10450830,2052570,1169178,No,No,0.49,13672578,6699563,10,No,0,,0.55,144988.62,0.28,0.49,1,0
29882.43,0.22,72297.9,34850.41,21515.35,SUB0533,CoreTrust,Portal,Gold,0.66,Education,112,4,NJ,21933046,3500318,2011494,Yes,No,0.72,27444858,19760297,5,No,1,,0.53,137030.74,0.25,0.72,1,0
15274.04,0.13,71300.67,27785.37,9164.42,SUB0534,Beta Cover,Email,Gold,0.65,Logistics,65,2,IL,18192411,2124232,509753,Yes,No,0.6,20826396,12495837,3,No,0,,0.62,114360.08,0.24,0.6,0.99,0
75012.35,0.12,394139.11,174257.94,60760,SUB0535,Alpha Risk,Portal,Platinum,0.78,Manufacturing,166,5,OH,43986912,7999558,3070191,Yes,No,0.81,55056661,44595895,7,No,1,,0.61,643409.39,0.27,0.81,1,0
11492.83,0.1,72220.63,26251.57,5976.27,SUB0536,FastBind,Email,Silver,0.5,Office Space,48,3,CO,8273730,1237950,906969,No,No,0.52,10418649,5417697,2,Yes,0,,0.66,109965.03,0.24,0.52,1,0
35317.72,0.22,89542.91,39280.16,26488.29,SUB0537,CoreTrust,Portal,Gold,0.66,Education,94,4,NJ,19739575,4061081,1636548,Yes,No,0.75,25437204,19077903,9,Yes,1,,0.55,164140.79,0.24,0.75,1.01,0
9110.08,0.13,43915.13,17273.73,5648.25,SUB0538,Beta Cover,Email,Gold,0.65,Logistics,50,2,IL,13074349,1253027,1041036,Yes,No,0.62,15368412,9528415,10,Yes,1,,0.62,70298.94,0.25,0.62,1,0
7835.5,0.11,45578.65,15926.49,2272.3,SUB0539,Delta Insure,API,Bronze,0.35,Hospitality,31,1,LA,6466969,1859071,423165,No,Yes,0.29,8749205,2537269,10,No,0,,0.66,69340.64,0.23,0.29,1,0
37559.81,0.15,145024.37,61572.74,28921.05,SUB0540,CoreTrust,Portal,Gold,0.66,Education,86,4,NJ,22596942,3377482,2487122,Yes,No,0.77,28461546,21915390,1,No,1,,0.59,244156.91,0.25,0.77,0.99,0
36453.44,0.27,71565.06,28267.65,23330.2,SUB0541,Beta Cover,Email,Gold,0.65,Manufacturing,138,2,FL,18924027,3673419,2577572,Yes,Yes,0.64,25175018,16112011,6,No,1,,0.53,136286.16,0.21,0.64,1.01,0
25436.81,0.28,45467.91,18507.62,17297.03,SUB0542,CoreTrust,Portal,Gold,0.66,Education,89,4,NJ,15013688,2589765,1515205,Yes,No,0.68,19118658,13000687,7,No,1,,0.51,89412.35,0.21,0.68,1,0
35063.76,0.11,225321.27,69355.38,27349.74,SUB0543,Alpha Risk,Portal,Platinum,0.78,Warehousing,66,3,TX,23979366,5458620,1976752,Yes,No,0.78,31414738,24503495,8,Yes,1,,0.68,329740.42,0.21,0.78,1,0
6329.24,0.04,95103.82,41463.1,3354.5,SUB0544,SecureEdge,Wholesaler,Silver,0.4,Retail,48,5,CA,9429361,2349725,1038394,No,No,0.53,12817480,6793264,10,No,0,,0.67,142896.16,0.29,0.53,1,0
95496.55,0.17,308567.99,166264.62,88811.8,SUB0545,Alpha Risk,Portal,Platinum,0.78,Manufacturing,191,5,OH,37080976,7859611,3170275,Yes,No,0.93,48110862,44743101,9,Yes,1,,0.54,570329.16,0.29,0.93,1,0
56717.35,0.08,476752.31,206115.62,45373.88,SUB0546,Alpha Risk,Portal,Platinum,0.78,Real Estate,244,8,NY,60517206,10830128,5215700,Yes,No,0.8,76563034,61250427,2,No,1,,0.64,739585.28,0.28,0.8,1,0
13084.85,0.18,43271.7,16393.24,3271.21,SUB0547,Delta Insure,API,Bronze,0.35,Hospitality,41,1,LA,9252735,500000,621979,No,Yes,0.25,10374714,2593678,10,Yes,0,,0.59,72749.79,0.23,0.25,1,0
27366.92,0.14,114649.1,50956.14,21346.2,SUB0548,CoreTrust,Portal,Gold,0.66,Education,113,4,NJ,21698296,3456600,1542506,Yes,No,0.78,26697402,20823973,2,No,1,,0.59,192972.17,0.26,0.78,0.99,0
21776.76,0.11,121195.44,55280.87,14372.66,SUB0549,Beta Cover,Email,Gold,0.65,Logistics,67,2,IL,19462833,2505600,621882,Yes,No,0.66,22590315,14909607,5,Yes,1,,0.61,198253.07,0.28,0.66,1,0
16356.28,0.25,33773.98,16238.67,4252.63,SUB0550,Delta Insure,API,Bronze,0.35,Hospitality,17,1,LA,4289618,1480451,505801,No,Yes,0.26,6275870,1631726,5,No,0,,0.51,66368.93,0.24,0.26,1,0
2047.05,0.02,64088.06,25528.09,1678.58,SUB0551,CoreTrust,Portal,Gold,0.66,Education,107,4,NJ,15923874,4264405,2108950,Yes,No,0.82,22297229,18283727,6,No,1,,0.7,91663.21,0.28,0.82,1,0
42257.56,0.26,81629.51,36167.87,15635.3,SUB0552,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,30,10,FL,12750885,1210099,1150979,No,Yes,0.37,15111963,5591426,3,No,0,,0.51,160054.94,0.23,0.37,1,0
101827.16,0.14,412408.02,204950.13,81461.73,SUB0553,Alpha Risk,Portal,Platinum,0.78,Real Estate,236,8,NY,55328960,9952546,5451180,Yes,No,0.8,70732686,56586148,8,No,1,,0.57,719185.31,0.28,0.8,0.99,0
38038.51,0.29,65404.1,27259.82,28909.27,SUB0554,Alpha Risk,Portal,Platinum,0.78,Warehousing,90,3,TX,24240473,5025027,1834087,Yes,No,0.76,31099587,23635686,1,No,1,,0.5,130702.44,0.21,0.76,1,0
23895.27,0.14,106434.88,38805.82,19594.12,SUB0555,CoreTrust,Portal,Gold,0.66,Education,104,4,NJ,20598137,3163981,2004008,Yes,No,0.82,25766126,21128223,6,No,1,,0.63,169135.97,0.23,0.82,1,0
15638.47,0.11,84365.65,38490.82,4691.54,SUB0556,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,8841246,2620193,968997,No,Yes,0.3,12430436,3729130,4,No,0,,0.61,138494.94,0.28,0.3,1,0
12112.35,0.12,61341.49,29477.29,8720.9,SUB0557,Beta Cover,Email,Gold,0.65,Logistics,83,2,IL,13273750,1692316,725481,Yes,No,0.72,15691547,11297913,1,No,1,,0.6,102931.14,0.29,0.72,1.01,0
24163.29,0.15,93226.31,39805.32,10631.85,SUB0558,FastBind,Email,Silver,0.5,Office Space,71,3,CO,11824570,1270083,918989,No,No,0.44,14013642,6166002,7,No,0,,0.59,157194.92,0.25,0.44,0.99,0
17050.56,0.16,66880.45,21516.01,6138.2,SUB0559,SecureEdge,Wholesaler,Silver,0.4,Retail,21,5,CA,8400520,3874606,1732873,No,No,0.36,14007999,5042879,9,No,0,,0.63,105447.02,0.2,0.36,0.99,0
63945.05,0.18,217465.38,79881.35,49877.14,SUB0560,Alpha Risk,Portal,Platinum,0.78,Manufacturing,187,5,OH,42118814,6159975,2994466,Yes,No,0.78,51273255,39993138,4,Yes,1,,0.6,361291.78,0.22,0.78,1,0
27846.76,0.23,67264.47,24388.63,10024.83,SUB0561,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,16,10,FL,8093887,2800026,801639,No,Yes,0.36,11695552,4210398,4,No,0,,0.56,119499.86,0.2,0.36,0.99,0
5030.74,0.12,28726.6,8451.86,1660.14,SUB0562,Delta Insure,API,Bronze,0.35,Hospitality,44,1,LA,6979628,500000,895194,No,Yes,0.33,8374822,2763691,6,No,0,,0.68,42209.2,0.2,0.33,1,0
7601.14,0.03,201729.83,84687.47,6536.98,SUB0563,Alpha Risk,Portal,Platinum,0.78,Warehousing,75,3,TX,27209491,4855258,1740732,Yes,No,0.86,33805481,29072713,3,No,1,,0.69,294018.44,0.29,0.86,1.01,0
24670.02,0.2,68039.3,30622.76,11594.91,SUB0564,FastBind,Email,Silver,0.5,Office Space,73,3,CO,14105517,1648839,1002179,No,No,0.47,16756535,7875571,6,No,0,,0.55,123332.08,0.25,0.47,1,0
5068.14,0.13,24299.72,10575.59,1672.49,SUB0565,Delta Insure,API,Bronze,0.35,Hospitality,29,1,LA,6270463,500000,431498,No,Yes,0.33,7201961,2376647,7,No,0,,0.61,39943.46,0.26,0.33,1,0
64034.93,0.2,168526.54,86018.38,53789.34,SUB0566,Alpha Risk,Portal,Platinum,0.78,Warehousing,102,3,TX,21795252,5606913,1774802,Yes,No,0.84,29176967,24508652,10,No,1,,0.53,318579.85,0.27,0.84,1,0
24360.03,0.1,144775.67,63643.11,19000.82,SUB0567,Beta Cover,Email,Gold,0.65,Manufacturing,113,2,FL,20819569,4539989,2521698,Yes,Yes,0.78,27881256,21747379,10,Yes,1,,0.62,232778.81,0.27,0.78,0.99,0
22961.89,0.08,189998.06,77779.47,17451.04,SUB0568,Alpha Risk,Portal,Platinum,0.78,Manufacturing,197,5,OH,35787289,6804520,2522105,Yes,No,0.76,45113914,34286574,3,No,1,,0.65,290739.42,0.27,0.76,1,0
14785.8,0.13,71930.73,29897.87,3992.17,SUB0569,Delta Insure,API,Bronze,0.35,Hospitality,27,1,LA,8613894,1095174,200000,No,Yes,0.27,9909068,2675448,7,No,0,,0.62,116614.4,0.26,0.27,1.01,0
67539.01,0.28,125850.15,50372.46,49978.87,SUB0570,CoreTrust,Portal,Gold,0.66,Education,79,4,NJ,21195713,3195990,1550708,Yes,No,0.74,25942411,19197384,3,No,1,,0.52,243761.62,0.21,0.74,1.01,0
11532.7,0.22,28198.44,12355.9,4382.43,SUB0571,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,18,10,FL,5275042,1654760,618062,No,Yes,0.38,7547864,2868188,2,No,0,,0.54,52087.04,0.24,0.38,1,0
9904.79,0.16,38832.26,13170.2,4160.01,SUB0572,FastBind,Email,Silver,0.5,Office Space,74,3,CO,8136673,1058654,936949,No,No,0.42,10132276,4255555,10,Yes,0,,0.63,61907.25,0.21,0.42,1,0
7591.03,0.19,21542.67,11678.41,1897.76,SUB0573,Delta Insure,API,Bronze,0.35,Hospitality,37,1,LA,2522396,1132285,373829,No,Yes,0.25,4028510,1007127,4,No,0,,0.53,40812.11,0.29,0.25,1.01,0
13201.06,0.14,61114.72,22125.12,7128.57,SUB0574,SecureEdge,Wholesaler,Silver,0.4,Retail,21,5,CA,7814889,2286079,1128498,No,No,0.54,11229466,6063911,8,No,0,,0.63,96440.89,0.23,0.54,1,0
10513.33,0.07,101236.46,44975.23,3679.66,SUB0575,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,33,10,FL,12033694,1041130,1005000,No,Yes,0.35,14079824,4927938,9,No,0,,0.65,156725.02,0.29,0.35,1.01,0
13120.64,0.09,92617.92,32869.35,5904.29,SUB0576,FastBind,Email,Silver,0.5,Office Space,48,3,CO,14581996,1751088,1028077,No,No,0.45,17361161,7812522,7,No,0,,0.67,138607.9,0.24,0.45,1,0
124483.51,0.21,302533.98,170809.07,99586.81,SUB0577,Alpha Risk,Portal,Platinum,0.78,Real Estate,261,8,NY,61699957,9623755,5379961,Yes,No,0.8,76703673,61362938,1,No,1,,0.51,597826.55,0.29,0.8,1.01,0
23033.69,0.11,125902.89,63584.81,14050.55,SUB0578,Beta Cover,Email,Gold,0.65,Logistics,81,2,IL,17131203,1350521,651222,Yes,No,0.61,19132946,11671097,3,No,1,,0.59,212521.39,0.3,0.61,1,0
36779.56,0.06,426914.06,156256.21,31262.63,SUB0579,Alpha Risk,Portal,Platinum,0.78,Real Estate,242,8,NY,56300306,9101225,5036037,Yes,No,0.85,70437568,59871932,9,No,1,,0.69,619949.82,0.25,0.85,1,0
26436.19,0.23,59466.58,28128.98,16390.44,SUB0580,Beta Cover,Email,Gold,0.65,Logistics,67,2,IL,18138564,2787260,1246613,Yes,No,0.62,22172437,13746910,1,Yes,1,,0.52,114031.74,0.25,0.62,1,0
31205.62,0.11,192726.52,68635.39,24964.49,SUB0581,Alpha Risk,Portal,Platinum,0.78,Warehousing,91,3,TX,26711880,4215650,1685354,Yes,No,0.8,32612884,26090307,9,No,1,,0.66,292567.52,0.23,0.8,1,0
35537.06,0.13,165844.45,65512.72,28074.28,SUB0582,Alpha Risk,Portal,Platinum,0.78,Warehousing,65,3,TX,27273910,4115124,2344139,Yes,No,0.79,33733173,26649206,8,Yes,1,,0.62,266894.23,0.25,0.79,1,0
8064.98,0.19,21823.28,11667.49,3225.99,SUB0583,Delta Insure,API,Bronze,0.35,Hospitality,28,1,LA,3250108,1930187,228215,No,Yes,0.4,5408510,2163404,1,No,0,,0.53,41555.75,0.28,0.4,1,0
87957.51,0.15,340466.61,161179.08,73884.31,SUB0584,Alpha Risk,Portal,Platinum,0.78,Manufacturing,163,5,OH,39755426,7731767,2692996,Yes,No,0.84,50180189,42151358,6,No,1,,0.58,589603.2,0.27,0.84,1,0
7490.51,0.07,70516.1,28376.34,2846.39,SUB0585,SecureEdge,Wholesaler,Silver,0.4,Retail,57,5,CA,10384632,2771170,1870882,No,No,0.38,15026684,5710139,5,No,0,,0.66,106382.95,0.27,0.38,1,0
6780.18,0.05,90166.85,33195.52,4203.71,SUB0586,Beta Cover,Email,Gold,0.65,Logistics,54,2,IL,11609103,1123978,1090131,Yes,No,0.62,13823212,8570391,6,No,1,,0.69,130142.54,0.26,0.62,1,0
18138.43,0.13,91972.22,31918.25,10883.06,SUB0587,Beta Cover,Email,Gold,0.65,Manufacturing,114,2,FL,18241202,4103460,3003387,Yes,Yes,0.6,25348049,15208829,10,Yes,0,,0.65,142028.89,0.22,0.6,1,0
11442.55,0.11,68064.92,20796.13,3661.62,SUB0588,Delta Insure,API,Bronze,0.35,Hospitality,29,1,LA,9153501,1532463,423830,No,Yes,0.32,11109794,3555134,5,No,0,,0.68,100303.6,0.21,0.32,1,0
27028.87,0.28,49484.4,20683.02,11892.7,SUB0589,FastBind,Email,Silver,0.5,Office Space,44,3,CO,8169930,1913277,886591,No,No,0.44,10969798,4826711,6,No,0,,0.51,97196.29,0.21,0.44,1,0
35078.07,0.15,134909.68,57838.09,25256.21,SUB0590,Beta Cover,Email,Gold,0.65,Manufacturing,133,2,FL,19096565,4609081,2618850,Yes,Yes,0.72,26324496,18953637,5,No,1,,0.59,227825.83,0.25,0.72,0.99,0
109079.75,0.17,358557.28,173802.38,103625.76,SUB0591,Alpha Risk,Portal,Platinum,0.78,Real Estate,267,8,NY,59280700,9430327,5322443,Yes,No,0.95,74033470,70331796,5,No,1,,0.56,641439.41,0.27,0.95,1,0
34225.19,0.21,89114.2,37536.65,24642.14,SUB0592,Beta Cover,Email,Gold,0.65,Manufacturing,108,2,FL,14796065,3871657,3160599,Yes,Yes,0.72,21828321,15716391,4,Yes,1,,0.55,160876.04,0.23,0.72,0.99,0
172077.62,0.23,411695.17,163333.63,130778.99,SUB0593,Alpha Risk,Portal,Platinum,0.78,Real Estate,254,8,NY,61181440,9095222,4669581,Yes,No,0.76,74946243,56959144,3,No,1,,0.55,747106.42,0.22,0.76,1,0
23043.38,0.11,137692.16,40589.96,19586.87,SUB0594,Alpha Risk,Portal,Platinum,0.78,Warehousing,82,3,TX,21515992,4209492,2410827,Yes,No,0.85,28136311,23915864,3,No,1,,0.68,201325.5,0.2,0.85,0.99,0
111889.73,0.29,196092.32,83017.88,105176.35,SUB0595,Alpha Risk,Portal,Platinum,0.78,Real Estate,259,8,NY,55180410,9285595,4589557,Yes,No,0.94,69055562,64912228,4,No,1,,0.5,390999.93,0.21,0.94,1,0
32446.65,0.06,352531.6,144591.93,29850.92,SUB0596,Alpha Risk,Portal,Platinum,0.78,Manufacturing,160,5,OH,37237862,7881166,2528341,Yes,No,0.92,47647369,43835579,9,Yes,1,,0.67,529570.18,0.27,0.92,1,0
13489.86,0.15,55971.08,21194.21,10522.09,SUB0597,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,16561415,1378509,1231536,Yes,No,0.78,19171460,14953738,2,Yes,1,,0.62,90655.15,0.23,0.78,1,0
11805.07,0.12,65047.71,19216.57,3069.32,SUB0598,Delta Insure,API,Bronze,0.35,Hospitality,40,1,LA,10324280,500000,251039,No,Yes,0.26,11075319,2879582,9,No,0,,0.68,96069.36,0.2,0.26,1,0
13697.92,0.06,161544.74,70833.46,10547.4,SUB0599,Alpha Risk,Portal,Platinum,0.78,Warehousing,82,3,TX,23498743,4082488,2274385,Yes,No,0.77,29855616,22988824,1,No,1,,0.66,246076.12,0.29,0.77,1.01,0
37587.36,0.09,271346.2,105881.58,31197.51,SUB0600,Alpha Risk,Portal,Platinum,0.78,Real Estate,266,8,NY,59238282,10020782,5365352,Yes,No,0.83,74624416,61938265,1,No,1,,0.65,414815.14,0.26,0.83,1,0
35461.01,0.27,67340.32,26383.87,24822.71,SUB0601,Beta Cover,Email,Gold,0.65,Logistics,67,2,IL,13457272,1029267,702500,Yes,No,0.7,15189039,10632327,5,No,1,,0.52,129185.2,0.2,0.7,0.99,0
17233.18,0.08,139289.54,60954.61,12752.55,SUB0602,Alpha Risk,Portal,Platinum,0.78,Manufacturing,198,5,OH,38380833,7956967,2554042,Yes,No,0.74,48891842,36179963,6,No,1,,0.64,217477.33,0.28,0.74,1,0
19146.22,0.11,118951.81,44142.23,10530.42,SUB0603,SecureEdge,Wholesaler,Silver,0.4,Retail,39,5,CA,15001201,3725846,1522593,No,No,0.55,20249640,11137302,6,Yes,0,,0.65,182240.26,0.24,0.55,1,0
48604.75,0.26,99102.53,37964.23,36453.56,SUB0604,Beta Cover,Email,Gold,0.65,Manufacturing,117,2,FL,14560015,3537133,2821069,Yes,Yes,0.75,20918217,15688662,3,No,1,,0.53,185671.51,0.2,0.75,0.99,0
